algorithm,num_agents,seed,isr,success,reached,makespan,flowtime,detour_ratio,runtime,collisions,deadlocks_detected,deadlocks_resolved,resolution_rate,agents_replanned,memory_mb,initial_planning_time,wfg_update_time,detection_time,resolution_time,map_id,map_type,map_size
drimaps_no_classify,60,42,0.5,False,30,201,769,1.5811,0.7634,0,202,202,1.0,401,47.77,0.064,0.0521,0.0108,0.4485,bottleneck,bottleneck,32x32
drimaps_no_minimal,60,42,0.4667,False,28,102,698,1.3779,1.0964,0,212,212,1.0,721,47.77,0.0555,0.0537,0.0111,0.7831,bottleneck,bottleneck,32x32
drimaps,80,42,0.5125,False,41,192,1517,2.131,1.2303,0,290,290,1.0,500,47.77,0.0834,0.0866,0.0143,0.7362,bottleneck,bottleneck,32x32
drimaps_no_cycle,80,42,0.25,False,20,34,243,1.0167,1.0248,0,195,195,1.0,198,47.77,0.0765,0.1309,0.0012,0.4415,bottleneck,bottleneck,32x32
drimaps_no_classify,80,42,0.4375,False,35,52,677,1.4031,1.4103,0,302,302,1.0,656,47.77,0.0827,0.0914,0.0145,0.916,bottleneck,bottleneck,32x32
drimaps_no_minimal,80,42,0.425,False,34,111,999,1.9121,2.4905,0,336,336,1.0,1540,47.77,0.0785,0.1007,0.0158,1.9799,bottleneck,bottleneck,32x32
drimaps,60,123,0.6167,False,37,191,2186,2.3058,0.9315,0,178,178,1.0,363,47.77,0.0692,0.0494,0.0105,0.6206,bottleneck,bottleneck,32x32
drimaps_no_cycle,60,123,0.3167,False,19,36,260,1.1229,0.5945,0,116,116,1.0,121,47.77,0.0689,0.0656,0.0009,0.2868,bottleneck,bottleneck,32x32
drimaps_no_classify,60,123,0.5167,False,31,170,1070,1.8719,0.7677,0,166,166,1.0,289,47.77,0.0617,0.0489,0.0099,0.4694,bottleneck,bottleneck,32x32
drimaps_no_minimal,60,123,0.5333,False,32,152,1352,1.9705,1.3078,0,197,197,1.0,745,47.77,0.0632,0.0507,0.0112,1.0094,bottleneck,bottleneck,32x32
drimaps,80,123,0.5,False,40,105,1121,2.0079,1.2565,0,249,249,1.0,511,47.77,0.0812,0.0868,0.0147,0.7594,bottleneck,bottleneck,32x32
drimaps_no_cycle,80,123,0.1375,False,11,22,131,1.0758,0.8896,0,129,129,1.0,144,47.77,0.0823,0.1646,0.0012,0.3319,bottleneck,bottleneck,32x32
drimaps_no_classify,80,123,0.475,False,38,150,1590,2.62,1.4386,0,339,339,1.0,661,47.77,0.082,0.0989,0.0157,0.9356,bottleneck,bottleneck,32x32
drimaps_no_minimal,80,123,0.6,False,48,199,3233,3.5312,1.727,0,328,328,1.0,1154,47.77,0.0822,0.0922,0.0157,1.2319,bottleneck,bottleneck,32x32
drimaps,60,456,0.7333,False,44,148,1434,1.6464,0.5659,0,130,130,1.0,150,47.77,0.0622,0.0308,0.0077,0.2846,bottleneck,bottleneck,32x32
drimaps_no_cycle,60,456,0.5,False,30,33,522,1.1838,0.4297,0,61,61,1.0,65,47.77,0.055,0.0475,0.0008,0.15,bottleneck,bottleneck,32x32
drimaps_no_classify,60,456,0.7167,False,43,157,1846,1.9818,0.5083,0,129,129,1.0,175,47.77,0.0619,0.0353,0.0082,0.2238,bottleneck,bottleneck,32x32
drimaps_no_minimal,60,456,0.6,False,36,73,972,1.7348,0.8612,0,198,198,1.0,524,47.77,0.0588,0.0399,0.0095,0.5716,bottleneck,bottleneck,32x32
drimaps,80,456,0.575,False,46,192,2369,2.7948,1.5796,0,303,303,1.0,690,47.77,0.0848,0.0851,0.0142,1.0868,bottleneck,bottleneck,32x32
drimaps_no_cycle,80,456,0.275,False,22,26,277,1.2356,0.7426,0,94,94,1.0,96,47.77,0.0819,0.1207,0.001,0.2347,bottleneck,bottleneck,32x32
drimaps_no_classify,80,456,0.4375,False,35,189,1258,2.5086,1.2652,0,294,294,1.0,568,47.77,0.0796,0.0994,0.0151,0.771,bottleneck,bottleneck,32x32
drimaps_no_minimal,80,456,0.4625,False,37,189,2063,3.4008,2.59,0,380,380,1.0,1608,47.77,0.0789,0.1072,0.0161,2.0693,bottleneck,bottleneck,32x32
drimaps,60,789,0.5667,False,34,75,745,1.6281,0.7813,0,174,174,1.0,357,47.77,0.0517,0.0454,0.011,0.48,bottleneck,bottleneck,32x32
drimaps_no_cycle,60,789,0.3333,False,20,28,298,1.0406,0.6929,0,202,202,1.0,204,47.77,0.0521,0.0719,0.001,0.3711,bottleneck,bottleneck,32x32
drimaps_no_classify,60,789,0.6667,False,40,190,1537,2.0325,0.534,0,132,132,1.0,214,47.77,0.0513,0.0381,0.0091,0.2503,bottleneck,bottleneck,32x32
drimaps_no_minimal,60,789,0.6167,False,37,169,1797,2.5584,0.7996,0,231,231,1.0,601,47.77,0.0569,0.0471,0.0107,0.4959,bottleneck,bottleneck,32x32
drimaps,80,789,0.3875,False,31,170,1022,1.9949,1.7543,0,398,398,1.0,977,47.77,0.0814,0.1047,0.0157,1.2412,bottleneck,bottleneck,32x32
drimaps_no_cycle,80,789,0.225,False,18,29,297,1.0682,0.6741,0,58,58,1.0,59,47.77,0.0906,0.1369,0.0012,0.1454,bottleneck,bottleneck,32x32
drimaps_no_classify,80,789,0.4125,False,33,189,1451,2.6075,1.0561,0,269,269,1.0,452,47.77,0.0908,0.1045,0.0152,0.544,bottleneck,bottleneck,32x32
drimaps_no_minimal,80,789,0.4,False,32,190,1040,1.8603,2.4369,0,334,334,1.0,1607,47.77,0.0789,0.1046,0.0163,1.9245,bottleneck,bottleneck,32x32
drimaps,60,1024,0.3833,False,23,84,683,1.7658,1.1551,0,246,246,1.0,557,47.77,0.0739,0.0642,0.0124,0.8153,bottleneck,bottleneck,32x32
drimaps_no_cycle,60,1024,0.3333,False,20,66,481,1.1589,0.7768,0,191,191,1.0,203,47.77,0.0766,0.0677,0.0009,0.4496,bottleneck,bottleneck,32x32
drimaps_no_classify,60,1024,0.4167,False,25,126,734,1.67,1.0472,0,261,261,1.0,498,47.77,0.0733,0.06,0.0123,0.719,bottleneck,bottleneck,32x32
drimaps_no_minimal,60,1024,0.3667,False,22,184,1353,3.2945,2.3519,0,349,349,1.0,1596,47.77,0.0769,0.077,0.014,1.9913,bottleneck,bottleneck,32x32
drimaps,80,1024,0.625,False,50,118,1416,1.4419,0.9984,0,218,218,1.0,378,47.77,0.0805,0.0633,0.0115,0.5544,bottleneck,bottleneck,32x32
drimaps_no_cycle,80,1024,0.3875,False,31,37,565,1.0864,0.856,0,164,164,1.0,191,47.77,0.0813,0.0978,0.0011,0.3911,bottleneck,bottleneck,32x32
drimaps_no_classify,80,1024,0.5375,False,43,142,1213,1.623,1.2832,0,291,291,1.0,614,47.77,0.0868,0.0799,0.0141,0.803,bottleneck,bottleneck,32x32
drimaps_no_minimal,80,1024,0.5625,False,45,130,1677,1.8228,1.513,0,279,279,1.0,969,47.77,0.0827,0.0787,0.0133,1.038,bottleneck,bottleneck,32x32
drimaps,60,7,0.6333,False,38,196,1490,2.3779,0.8662,0,211,211,1.0,415,47.77,0.0514,0.0421,0.0104,0.5854,bottleneck,bottleneck,32x32
drimaps_no_cycle,60,7,0.35,False,21,41,369,1.3452,0.5769,0,140,140,1.0,143,47.77,0.0503,0.0639,0.0009,0.2903,bottleneck,bottleneck,32x32
drimaps_no_classify,60,7,0.7333,False,44,189,1982,2.5389,0.4591,0,115,115,1.0,152,47.77,0.0591,0.0342,0.008,0.1897,bottleneck,bottleneck,32x32
drimaps_no_minimal,60,7,0.5167,False,31,193,1847,3.4054,1.2455,0,322,322,1.0,975,47.77,0.0512,0.0603,0.0132,0.9323,bottleneck,bottleneck,32x32
drimaps,80,7,0.4125,False,33,135,918,1.7742,1.7776,0,349,349,1.0,791,47.77,0.0926,0.0998,0.0158,1.2636,bottleneck,bottleneck,32x32
drimaps_no_cycle,80,7,0.2625,False,21,60,435,1.1631,0.9558,0,186,186,1.0,211,47.77,0.0917,0.1248,0.0011,0.442,bottleneck,bottleneck,32x32
drimaps_no_classify,80,7,0.4875,False,39,157,1763,2.6203,1.319,0,295,295,1.0,514,47.77,0.0893,0.0972,0.0156,0.8035,bottleneck,bottleneck,32x32
drimaps_no_minimal,80,7,0.4125,False,33,182,1386,2.3689,2.7433,0,365,365,1.0,1690,47.77,0.0948,0.1067,0.0165,2.2261,bottleneck,bottleneck,32x32
drimaps,60,88,0.65,False,39,157,2140,2.063,0.7724,0,236,236,1.0,330,47.87,0.0666,0.0465,0.0109,0.4698,bottleneck,bottleneck,32x32
drimaps_no_cycle,60,88,0.3167,False,19,43,447,1.2042,0.4872,0,68,68,1.0,68,47.87,0.0709,0.0705,0.0008,0.1592,bottleneck,bottleneck,32x32
drimaps_no_classify,60,88,0.5667,False,34,180,1816,2.6947,0.8051,0,229,229,1.0,420,47.87,0.0692,0.053,0.0111,0.496,bottleneck,bottleneck,32x32
drimaps_no_minimal,60,88,0.7,False,42,146,2772,2.8175,0.988,0,213,213,1.0,661,47.87,0.0635,0.0488,0.0106,0.685,bottleneck,bottleneck,32x32
drimaps,80,88,0.5125,False,41,192,1757,2.2264,1.2663,0,308,308,1.0,615,47.87,0.0849,0.093,0.0144,0.7574,bottleneck,bottleneck,32x32
drimaps_no_cycle,80,88,0.3,False,24,75,575,1.2453,1.0208,0,196,196,1.0,213,47.87,0.084,0.1297,0.0012,0.4732,bottleneck,bottleneck,32x32
drimaps_no_classify,80,88,0.4375,False,35,192,1265,2.1384,1.3555,0,331,331,1.0,687,47.87,0.0777,0.1039,0.0158,0.8424,bottleneck,bottleneck,32x32
drimaps_no_minimal,80,88,0.5,False,40,188,1856,2.8948,1.9711,0,345,345,1.0,1549,47.87,0.0768,0.0971,0.0151,1.4584,bottleneck,bottleneck,32x32
drimaps,60,2024,0.6167,False,37,134,1398,1.7191,0.6463,0,147,147,1.0,243,47.87,0.0614,0.0413,0.009,0.3543,bottleneck,bottleneck,32x32
drimaps_no_cycle,60,2024,0.4667,False,28,48,553,1.1744,0.4848,0,86,86,1.0,87,47.87,0.0656,0.05,0.0009,0.1957,bottleneck,bottleneck,32x32
drimaps_no_classify,60,2024,0.5833,False,35,110,1090,1.6121,0.6522,0,187,187,1.0,309,47.87,0.0628,0.043,0.01,0.3592,bottleneck,bottleneck,32x32
drimaps_no_minimal,60,2024,0.4667,False,28,191,1247,1.8624,1.54,0,305,305,1.0,1111,47.87,0.0692,0.0595,0.0122,1.2125,bottleneck,bottleneck,32x32
drimaps,80,2024,0.425,False,34,67,758,1.5964,1.3301,0,345,345,1.0,599,47.87,0.0858,0.0985,0.0162,0.8133,bottleneck,bottleneck,32x32
drimaps_no_cycle,80,2024,0.3,False,24,49,433,1.2588,0.9952,0,192,192,1.0,205,47.87,0.0871,0.1243,0.0011,0.4734,bottleneck,bottleneck,32x32
drimaps_no_classify,80,2024,0.5125,False,41,167,1623,2.6089,1.1642,0,265,265,1.0,522,47.87,0.0863,0.0887,0.0145,0.6736,bottleneck,bottleneck,32x32
drimaps_no_minimal,80,2024,0.45,False,36,182,1490,2.2543,1.7312,0,284,284,1.0,1047,47.87,0.0876,0.1018,0.015,1.2225,bottleneck,bottleneck,32x32
drimaps,60,13579,0.4667,False,28,191,752,1.7803,0.8758,0,189,189,1.0,412,47.87,0.0542,0.0508,0.0107,0.5799,bottleneck,bottleneck,32x32
drimaps_no_cycle,60,13579,0.4,False,24,81,411,1.4437,0.444,0,77,77,1.0,79,47.87,0.054,0.0562,0.0008,0.1701,bottleneck,bottleneck,32x32
drimaps_no_classify,60,13579,0.4167,False,25,149,618,2.1337,0.6221,0,169,169,1.0,339,47.87,0.0526,0.0557,0.0108,0.3256,bottleneck,bottleneck,32x32
drimaps_no_minimal,60,13579,0.4833,False,29,149,1099,2.2929,1.0171,0,193,193,1.0,706,47.87,0.062,0.0527,0.0109,0.7148,bottleneck,bottleneck,32x32
drimaps,80,13579,0.375,False,30,105,903,2.2111,1.5637,0,333,333,1.0,786,47.87,0.0848,0.11,0.0163,1.0356,bottleneck,bottleneck,32x32
drimaps_no_cycle,80,13579,0.1625,False,13,49,191,1.1103,0.7804,0,82,82,1.0,85,47.87,0.0838,0.1583,0.0012,0.215,bottleneck,bottleneck,32x32
drimaps_no_classify,80,13579,0.3875,False,31,162,1213,2.4875,1.3146,0,337,337,1.0,613,47.87,0.0851,0.1152,0.0167,0.7764,bottleneck,bottleneck,32x32
drimaps_no_minimal,80,13579,0.3625,False,29,148,1434,4.1747,2.6821,0,436,436,1.0,1975,47.87,0.0913,0.1231,0.018,2.134,bottleneck,bottleneck,32x32
drimaps,60,24680,0.65,False,39,83,1082,1.5039,0.4714,0,70,70,1.0,103,47.95,0.0507,0.0351,0.0072,0.195,bottleneck,bottleneck,32x32
drimaps_no_cycle,60,24680,0.3667,False,22,42,409,1.1511,0.4643,0,69,69,1.0,73,47.95,0.0577,0.0626,0.0009,0.1616,bottleneck,bottleneck,32x32
drimaps_no_classify,60,24680,0.6833,False,41,192,1777,2.3139,0.5453,0,149,149,1.0,223,47.95,0.0586,0.0387,0.0087,0.2556,bottleneck,bottleneck,32x32
drimaps_no_minimal,60,24680,0.5833,False,35,125,1211,2.0234,0.5328,0,160,160,1.0,343,47.95,0.0524,0.0425,0.0086,0.2461,bottleneck,bottleneck,32x32
drimaps,80,24680,0.55,False,44,103,1143,1.6563,1.1254,0,258,258,1.0,437,47.95,0.073,0.0734,0.0126,0.672,bottleneck,bottleneck,32x32
drimaps_no_cycle,80,24680,0.3,False,24,65,340,1.2223,0.8602,0,191,191,1.0,192,47.95,0.0728,0.1161,0.0011,0.3699,bottleneck,bottleneck,32x32
drimaps_no_classify,80,24680,0.5375,False,43,176,1418,2.1624,1.0587,0,234,234,1.0,478,47.95,0.0803,0.0798,0.013,0.59,bottleneck,bottleneck,32x32
drimaps_no_minimal,80,24680,0.525,False,42,187,1337,1.8432,1.6728,0,239,239,1.0,1053,47.95,0.0696,0.0798,0.0186,1.2054,bottleneck,bottleneck,32x32
drimaps,60,42,0.2,False,12,138,650,2.3345,0.968,0,374,374,1.0,664,47.95,0.0339,0.1266,0.0213,0.4853,maze,maze,32x32
drimaps_no_cycle,60,42,0.0167,False,1,1,1,1.0,0.6425,0,117,117,1.0,152,47.95,0.0316,0.1669,0.0013,0.1501,maze,maze,32x32
drimaps_no_classify,60,42,0.1667,False,10,252,1244,7.7989,0.9468,0,459,459,1.0,791,47.95,0.0339,0.1423,0.0225,0.465,maze,maze,32x32
drimaps_no_minimal,60,42,0.0667,False,4,131,343,2.9582,1.6935,0,595,595,1.0,2245,47.95,0.0318,0.1543,0.024,1.1914,maze,maze,32x32
drimaps,80,42,0.125,False,10,174,590,2.4273,1.6801,0,646,646,1.0,1429,47.95,0.0427,0.2494,0.0304,0.8329,maze,maze,32x32
drimaps_no_cycle,80,42,0.0375,False,3,19,35,1.3704,0.8989,0,55,55,1.0,64,47.95,0.042,0.271,0.0015,0.0695,maze,maze,32x32
drimaps_no_classify,80,42,0.15,False,12,249,1253,4.5659,1.3556,0,526,526,1.0,1143,47.95,0.0408,0.2448,0.0294,0.5522,maze,maze,32x32
drimaps_no_minimal,80,42,0.075,False,6,95,295,2.0673,2.1312,0,660,660,1.0,2882,47.95,0.0411,0.2632,0.032,1.2842,maze,maze,32x32
drimaps,60,123,0.2167,False,13,228,1290,3.301,1.3845,0,670,670,1.0,1346,47.95,0.0314,0.1818,0.0304,0.7124,maze,maze,32x32
drimaps_no_cycle,60,123,0.0667,False,4,53,85,1.0,1.0509,0,363,363,1.0,453,47.95,0.0305,0.2187,0.0021,0.3778,maze,maze,32x32
drimaps_no_classify,60,123,0.1333,False,8,75,313,2.3251,1.1742,0,439,439,1.0,963,47.95,0.0301,0.1936,0.0303,0.4832,maze,maze,32x32
drimaps_no_minimal,60,123,0.0833,False,5,53,138,1.0409,2.0039,0,605,605,1.0,2581,47.95,0.0311,0.2081,0.0324,1.299,maze,maze,32x32
drimaps,80,123,0.2375,False,19,203,1582,2.8054,2.2072,0,659,659,1.0,1617,47.95,0.0415,0.3007,0.0408,1.1212,maze,maze,32x32
drimaps_no_cycle,80,123,0.05,False,4,18,52,1.0,1.291,0,112,112,1.0,112,47.95,0.044,0.4192,0.0027,0.1404,maze,maze,32x32
drimaps_no_classify,80,123,0.1625,False,13,347,1887,5.6242,2.0549,0,747,747,1.0,1558,47.95,0.0402,0.351,0.0429,0.9052,maze,maze,32x32
drimaps_no_minimal,80,123,0.1,False,8,172,427,2.7433,3.2183,0,1030,1030,1.0,4191,47.95,0.0412,0.3558,0.0432,2.0573,maze,maze,32x32
drimaps,60,456,0.1667,False,10,72,267,1.5702,1.0545,0,412,412,1.0,790,47.95,0.0342,0.145,0.0235,0.513,maze,maze,32x32
drimaps_no_cycle,60,456,0.1,False,6,29,84,1.0694,0.6532,0,148,148,1.0,151,47.95,0.0338,0.1629,0.0015,0.1299,maze,maze,32x32
drimaps_no_classify,60,456,0.2333,False,14,271,1360,5.9705,0.8891,0,323,323,1.0,717,47.95,0.0339,0.1419,0.0227,0.3563,maze,maze,32x32
drimaps_no_minimal,60,456,0.1333,False,8,59,203,2.3996,1.9322,0,736,736,1.0,2436,47.95,0.0337,0.1559,0.0247,1.3763,maze,maze,32x32
drimaps,80,456,0.1875,False,15,296,851,3.0821,2.1689,0,855,855,1.0,1859,47.95,0.0399,0.2629,0.0342,1.2417,maze,maze,32x32
drimaps_no_cycle,80,456,0.075,False,6,20,65,1.0897,0.9488,0,60,60,1.0,67,47.95,0.0399,0.2952,0.0018,0.0668,maze,maze,32x32
drimaps_no_classify,80,456,0.1875,False,15,242,1098,5.5562,1.6711,0,691,691,1.0,1338,47.95,0.04,0.2648,0.0339,0.7553,maze,maze,32x32
drimaps_no_minimal,80,456,0.125,False,10,91,333,1.8905,2.6153,0,1007,1007,1.0,3113,47.95,0.041,0.2813,0.0362,1.6551,maze,maze,32x32
drimaps,60,789,0.35,False,21,222,1260,3.0604,0.9251,0,336,336,1.0,674,47.95,0.03,0.1091,0.0182,0.4505,maze,maze,32x32
drimaps_no_cycle,60,789,0.1667,False,10,42,157,1.2143,0.7187,0,180,180,1.0,247,47.95,0.029,0.1355,0.0014,0.2235,maze,maze,32x32
drimaps_no_classify,60,789,0.3167,False,19,274,1243,3.0851,0.8539,0,306,306,1.0,668,47.95,0.0289,0.1148,0.0204,0.3723,maze,maze,32x32
drimaps_no_minimal,60,789,0.1667,False,10,112,276,1.5897,1.4644,0,544,544,1.0,1834,47.95,0.0288,0.1414,0.0236,0.948,maze,maze,32x32
drimaps,80,789,0.2625,False,21,129,1170,2.5506,1.5707,0,481,481,1.0,1177,47.95,0.0398,0.2088,0.0262,0.7455,maze,maze,32x32
drimaps_no_cycle,80,789,0.0375,False,3,33,60,1.0,0.9836,0,55,55,1.0,105,47.95,0.0416,0.3,0.0016,0.0735,maze,maze,32x32
drimaps_no_classify,80,789,0.175,False,14,157,1007,5.5303,1.527,0,565,565,1.0,1131,47.95,0.0411,0.2556,0.0317,0.6492,maze,maze,32x32
drimaps_no_minimal,80,789,0.0875,False,7,176,440,2.099,2.4058,0,722,722,1.0,3013,47.95,0.0411,0.2836,0.0332,1.4969,maze,maze,32x32
drimaps,60,1024,0.2,False,12,351,788,2.4654,1.3027,0,562,562,1.0,1205,47.95,0.0314,0.1643,0.0284,0.6917,maze,maze,32x32
drimaps_no_cycle,60,1024,0.1,False,6,19,50,1.0,0.7352,0,86,86,1.0,230,47.95,0.0336,0.1759,0.0016,0.155,maze,maze,32x32
drimaps_no_classify,60,1024,0.1667,False,10,223,557,2.896,1.0897,0,446,446,1.0,875,47.95,0.0317,0.1671,0.0267,0.4825,maze,maze,32x32
drimaps_no_minimal,60,1024,0.1333,False,8,100,222,2.0715,1.908,0,640,640,1.0,2622,47.95,0.0313,0.1733,0.0277,1.2907,maze,maze,32x32
drimaps,80,1024,0.2,False,16,237,1016,2.7982,1.7828,0,552,552,1.0,1461,47.95,0.0433,0.2498,0.0307,0.9042,maze,maze,32x32
drimaps_no_cycle,80,1024,0.05,False,4,11,26,1.0,1.0118,0,104,104,1.0,116,47.95,0.0432,0.31,0.0019,0.1174,maze,maze,32x32
drimaps_no_classify,80,1024,0.125,False,10,282,662,10.4479,1.4713,0,526,526,1.0,964,47.95,0.044,0.2649,0.0307,0.5813,maze,maze,32x32
drimaps_no_minimal,80,1024,0.05,False,4,11,26,1.0,2.8833,0,959,959,1.0,3419,47.95,0.0411,0.3032,0.0325,1.9315,maze,maze,32x32
drimaps,60,7,0.2167,False,13,173,514,2.4807,1.2767,0,477,477,1.0,1191,47.95,0.0337,0.1466,0.025,0.7091,maze,maze,32x32
drimaps_no_cycle,60,7,0.1167,False,7,34,119,1.0,0.7298,0,137,137,1.0,143,47.95,0.0348,0.1673,0.0015,0.1836,maze,maze,32x32
drimaps_no_classify,60,7,0.2333,False,14,327,976,1.9203,0.9892,0,384,384,1.0,716,47.95,0.0348,0.1465,0.0243,0.4434,maze,maze,32x32
drimaps_no_minimal,60,7,0.15,False,9,68,252,2.4264,1.9225,0,601,601,1.0,2302,47.95,0.0339,0.1584,0.0278,1.3597,maze,maze,32x32
drimaps,80,7,0.125,False,10,187,555,3.2892,1.9732,0,643,643,1.0,1640,47.95,0.0428,0.2812,0.0334,1.0172,maze,maze,32x32
drimaps_no_cycle,80,7,0.0375,False,3,13,19,1.0,1.0599,0,106,106,1.0,139,47.95,0.0432,0.3238,0.002,0.1172,maze,maze,32x32
drimaps_no_classify,80,7,0.15,False,12,280,1157,4.2766,1.4794,0,521,521,1.0,838,47.95,0.0426,0.2786,0.0338,0.5455,maze,maze,32x32
drimaps_no_minimal,80,7,0.05,False,4,23,42,1.9,2.9994,0,888,888,1.0,3838,47.95,0.0494,0.3208,0.0378,2.0169,maze,maze,32x32
drimaps,60,88,0.2833,False,17,152,1521,3.2743,1.1589,0,429,429,1.0,1040,47.95,0.0321,0.1226,0.0205,0.6923,maze,maze,32x32
drimaps_no_cycle,60,88,0.0333,False,2,23,45,1.1875,0.5527,0,78,78,1.0,79,47.95,0.0319,0.1569,0.0012,0.0853,maze,maze,32x32
drimaps_no_classify,60,88,0.2167,False,13,204,1419,3.9842,0.9723,0,448,448,1.0,912,47.95,0.0332,0.1332,0.0217,0.4982,maze,maze,32x32
drimaps_no_minimal,60,88,0.0333,False,2,107,130,2.2833,1.6341,0,655,655,1.0,2231,47.95,0.0315,0.1582,0.0251,1.1301,maze,maze,32x32
drimaps,80,88,0.225,False,18,220,964,3.4468,1.4782,0,612,612,1.0,1121,47.95,0.0402,0.205,0.0268,0.7315,maze,maze,32x32
drimaps_no_cycle,80,88,0.025,False,2,19,20,1.45,0.9053,0,76,76,1.0,78,47.95,0.0404,0.2724,0.0017,0.0811,maze,maze,32x32
drimaps_no_classify,80,88,0.175,False,14,174,1016,6.3799,1.4936,0,669,669,1.0,1240,47.95,0.0424,0.2299,0.0293,0.7177,maze,maze,32x32
drimaps_no_minimal,80,88,0.0875,False,7,126,368,2.5859,2.2189,0,856,856,1.0,2792,47.95,0.0395,0.2495,0.0291,1.4107,maze,maze,32x32
drimaps,60,2024,0.1833,False,11,147,623,8.8793,1.4004,0,559,559,1.0,1153,47.95,0.0401,0.1554,0.0265,0.8386,maze,maze,32x32
drimaps_no_cycle,60,2024,0.0333,False,2,33,34,1.0,0.7616,0,177,177,1.0,187,47.95,0.0371,0.1907,0.0016,0.1795,maze,maze,32x32
drimaps_no_classify,60,2024,0.1833,False,11,214,913,3.6815,1.1784,0,526,526,1.0,960,47.95,0.0379,0.1612,0.0273,0.6142,maze,maze,32x32
drimaps_no_minimal,60,2024,0.1333,False,8,260,793,5.5037,1.9564,0,575,575,1.0,2327,47.95,0.0364,0.1697,0.0276,1.3683,maze,maze,32x32
drimaps,80,2024,0.1875,False,15,139,691,2.6505,1.5579,0,479,479,1.0,1003,47.95,0.0394,0.2531,0.0303,0.671,maze,maze,32x32
drimaps_no_cycle,80,2024,0.0375,False,3,13,21,1.0,1.1176,0,129,129,1.0,307,47.95,0.0396,0.309,0.0019,0.1999,maze,maze,32x32
drimaps_no_classify,80,2024,0.25,False,20,277,2436,7.3847,1.5483,0,623,623,1.0,1193,47.95,0.041,0.2558,0.0309,0.6649,maze,maze,32x32
drimaps_no_minimal,80,2024,0.1125,False,9,101,307,2.9646,2.5338,0,874,874,1.0,2887,47.95,0.0395,0.2771,0.0323,1.6054,maze,maze,32x32
drimaps,60,13579,0.2333,False,14,198,673,2.8104,1.1273,0,459,459,1.0,955,47.95,0.0291,0.1356,0.0228,0.6025,maze,maze,32x32
drimaps_no_cycle,60,13579,0.0333,False,2,14,22,1.0,0.6034,0,54,54,1.0,57,47.95,0.0295,0.1753,0.0013,0.074,maze,maze,32x32
drimaps_no_classify,60,13579,0.15,False,9,243,577,5.1739,0.9852,0,434,434,1.0,739,47.95,0.0294,0.1551,0.0248,0.4535,maze,maze,32x32
drimaps_no_minimal,60,13579,0.1167,False,7,84,284,2.8312,1.595,0,657,657,1.0,2225,47.95,0.0297,0.1607,0.0264,1.0475,maze,maze,32x32
drimaps,80,13579,0.15,False,12,231,1031,3.1001,1.8624,0,643,643,1.0,1345,47.95,0.0472,0.2968,0.0361,0.8552,maze,maze,32x32
drimaps_no_cycle,80,13579,0.0375,False,3,26,62,1.0436,1.157,0,101,101,1.0,148,47.95,0.0475,0.3553,0.002,0.1252,maze,maze,32x32
drimaps_no_classify,80,13579,0.0875,False,7,296,800,7.3551,1.8344,0,707,707,1.0,1344,47.95,0.0475,0.3378,0.0402,0.7538,maze,maze,32x32
drimaps_no_minimal,80,13579,0.0875,False,7,135,471,4.6534,3.0493,0,714,714,1.0,3529,47.95,0.0567,0.3237,0.0353,1.9939,maze,maze,32x32
drimaps,60,24680,0.2667,False,16,166,883,2.8641,1.5334,0,660,660,1.0,1286,47.95,0.0349,0.1558,0.0303,0.9271,maze,maze,32x32
drimaps_no_cycle,60,24680,0.0667,False,4,35,71,1.0,0.7608,0,105,105,1.0,118,47.95,0.0316,0.1933,0.0017,0.1552,maze,maze,32x32
drimaps_no_classify,60,24680,0.2,False,12,233,953,3.845,1.0476,0,447,447,1.0,831,47.95,0.032,0.1695,0.0281,0.4437,maze,maze,32x32
drimaps_no_minimal,60,24680,0.15,False,9,126,324,2.4142,2.07,0,599,599,1.0,2760,47.95,0.032,0.1762,0.028,1.4389,maze,maze,32x32
drimaps,80,24680,0.275,False,22,310,2119,3.9663,1.922,0,628,628,1.0,1320,47.95,0.0572,0.253,0.0333,0.9406,maze,maze,32x32
drimaps_no_cycle,80,24680,0.05,False,4,10,32,1.0,1.114,0,53,53,1.0,101,47.95,0.0463,0.3409,0.0021,0.1205,maze,maze,32x32
drimaps_no_classify,80,24680,0.175,False,14,133,809,3.8719,1.772,0,585,585,1.0,1303,47.95,0.0461,0.2847,0.0348,0.8062,maze,maze,32x32
drimaps_no_minimal,80,24680,0.125,False,10,189,550,2.1949,2.7916,0,774,774,1.0,3080,47.95,0.0498,0.3031,0.0468,1.7728,maze,maze,32x32
drimaps,60,42,0.5667,False,34,167,2009,2.4375,2.5269,0,155,155,1.0,278,47.95,0.0585,0.065,0.0133,0.3506,room,room,32x32
drimaps_no_cycle,60,42,0.15,False,9,29,143,1.4117,2.2971,0,121,121,1.0,123,47.95,0.0576,0.1049,0.0013,0.1953,room,room,32x32
drimaps_no_classify,60,42,0.5333,False,32,158,2081,2.8396,2.2609,0,165,165,1.0,240,47.95,0.0573,0.0675,0.0134,0.1898,room,room,32x32
drimaps_no_minimal,60,42,0.45,False,27,156,1539,2.4752,2.6103,0,227,227,1.0,856,47.95,0.0583,0.0737,0.0147,0.4961,room,room,32x32
drimaps,80,42,0.4,False,32,75,699,1.6395,2.8095,0,198,198,1.0,204,47.95,0.0714,0.1082,0.0162,0.1936,room,room,32x32
